dest room|bill room|date|time|#orders|menu id
L24|L24|2016-06-10|00:11:00|4|2
L43|L43|2016-06-30|03:55:00|2|4
restaurant|L43|2016-06-29|04:26:00|4|8
L23|L23|2016-06-24|02:32:00|1|4
restaurant|L44|2016-06-29|14:12:00|1|15
L30|L30|2016-05-16|15:21:00|3|15
restaurant|L30|2016-05-15|12:56:00|5|7
restaurant|L22|2016-04-13|00:15:00|2|10
S22|S22|2016-05-11|17:38:00|2|5
restaurant|S36|2016-05-10|08:25:00|1|10
restaurant|S42|2016-05-09|00:51:00|2|8
L5|L5|2016-06-18|13:22:00|5|2
S68|S68|2016-04-21|23:31:00|5|15
restaurant|S69|2016-04-19|18:08:00|2|12
restaurant|S37|2016-04-01|09:54:00|2|6
S50|S50|2016-05-02|15:02:00|3|0
S50|S50|2016-05-01|23:27:00|5|7
S51|S51|2016-05-01|08:02:00|2|14
S51|S51|2016-05-01|06:58:00|3|13
restaurant|S53|2016-05-07|21:08:00|1|2
L8|L8|2016-04-16|20:24:00|4|15
restaurant|L26|2016-05-31|01:16:00|2|9
restaurant|L26|2016-05-31|12:02:00|1|9
restaurant|L23|2016-04-05|13:34:00|4|4
restaurant|L19|2016-05-28|04:10:00|1|5
L19|L19|2016-05-28|21:42:00|5|1
restaurant|S40|2016-04-17|09:10:00|4|4
restaurant|S41|2016-04-14|10:47:00|3|6
restaurant|S42|2016-04-15|01:44:00|1|15
S44|S44|2016-04-13|13:20:00|4|4
D14|D14|2016-05-08|05:03:00|2|2
restaurant|S84|2016-06-21|23:02:00|3|5
restaurant|S84|2016-06-25|20:20:00|3|6
S85|S85|2016-06-17|05:21:00|4|4
restaurant|S85|2016-06-20|02:03:00|5|10
restaurant|L18|2016-07-02|17:51:00|4|15
restaurant|L18|2016-07-03|01:17:00|3|7
restaurant|L18|2016-07-04|13:57:00|5|9
restaurant|L27|2016-06-02|18:07:00|1|13
restaurant|L27|2016-05-31|13:57:00|5|1
L28|L28|2016-06-01|13:27:00|1|2
restaurant|L28|2016-05-31|14:42:00|4|1
restaurant|L20|2016-06-27|07:46:00|2|5
restaurant|L20|2016-06-29|04:50:00|3|14
L21|L21|2016-07-01|12:20:00|5|12
restaurant|L21|2016-06-30|22:59:00|5|13
L21|L21|2016-06-27|23:59:00|5|13
L46|L46|2016-06-26|22:52:00|5|7
restaurant|L46|2016-06-26|15:47:00|3|1
L24|L24|2016-04-06|20:01:00|5|6
restaurant|L24|2016-04-05|21:28:00|4|2
restaurant|L24|2016-04-05|00:41:00|5|15
restaurant|L24|2016-04-06|18:44:00|5|2
S86|S86|2016-06-24|04:19:00|5|0
restaurant|S87|2016-06-23|07:08:00|2|5
S87|S87|2016-06-24|07:53:00|2|1
S88|S88|2016-06-26|23:28:00|4|3
restaurant|S88|2016-06-24|22:19:00|3|10
restaurant|S89|2016-06-25|17:45:00|4|3
S89|S89|2016-06-24|15:30:00|4|3
restaurant|S39|2016-04-05|20:49:00|4|13
restaurant|S52|2016-06-03|05:51:00|3|5
S55|S55|2016-05-05|23:53:00|3|4
S56|S56|2016-05-09|15:55:00|3|9
restaurant|S56|2016-05-03|12:50:00|3|11
S57|S57|2016-05-06|00:48:00|3|7
restaurant|S57|2016-05-03|02:57:00|3|8
restaurant|S59|2016-05-05|08:03:00|3|15
X25|X25|2016-05-20|17:58:00|1|15
S59|S59|2016-05-18|01:26:00|4|14
S59|S59|2016-05-21|23:38:00|1|13
restaurant|S60|2016-05-17|18:27:00|2|9
restaurant|S60|2016-05-19|11:31:00|2|8
S62|S62|2016-06-10|01:00:00|1|2
S62|S62|2016-06-11|20:06:00|5|2
restaurant|L29|2016-06-03|10:03:00|5|1
L29|L29|2016-06-12|06:25:00|5|8
L29|L29|2016-06-06|12:21:00|3|2
L29|L29|2016-06-11|06:50:00|4|7
L29|L29|2016-06-03|16:22:00|5|2
L29|L29|2016-05-29|22:43:00|5|11
L29|L29|2016-06-07|23:53:00|3|7
restaurant|S63|2016-05-03|01:30:00|1|13
restaurant|S64|2016-05-09|03:40:00|5|12
S64|S64|2016-05-06|14:28:00|3|12
restaurant|L7|2016-06-19|22:54:00|1|8
restaurant|L24|2016-06-22|14:35:00|3|10
L24|L24|2016-06-22|04:54:00|2|3
restaurant|L24|2016-06-22|07:12:00|1|7
restaurant|L11|2016-04-08|01:30:00|2|12
L11|L11|2016-04-08|17:33:00|2|15
restaurant|S49|2016-06-23|04:27:00|4|5
S51|S51|2016-06-22|07:07:00|5|12
restaurant|L0|2016-06-22|07:18:00|2|1
restaurant|L0|2016-06-17|01:24:00|2|4
restaurant|L0|2016-06-18|10:19:00|3|7
L0|L0|2016-06-18|01:30:00|4|4
L19|L19|2016-05-11|11:01:00|2|5
S56|S56|2016-05-12|11:29:00|2|14
restaurant|L7|2016-04-21|05:11:00|5|0
restaurant|L7|2016-04-21|04:16:00|4|13
restaurant|S75|2016-05-02|14:38:00|1|9
restaurant|S76|2016-05-02|13:02:00|5|7
S77|S77|2016-05-02|19:22:00|3|14
restaurant|N54|2016-04-22|07:00:00|2|8
restaurant|S46|2016-04-18|10:27:00|4|6
restaurant|S47|2016-04-16|18:41:00|2|9
L31|L31|2016-06-15|02:57:00|1|9
L31|L31|2016-06-15|15:32:00|2|14
restaurant|L32|2016-05-13|18:05:00|1|10
L32|L32|2016-05-14|12:16:00|5|12
restaurant|L32|2016-05-14|23:57:00|4|13
S65|S65|2016-05-03|01:53:00|2|12
restaurant|L25|2016-05-20|04:37:00|3|12
restaurant|L28|2016-05-18|16:01:00|5|9
restaurant|L25|2016-06-28|21:20:00|5|2
L25|L25|2016-06-28|01:07:00|4|2
restaurant|S87|2016-05-04|09:23:00|4|6
S88|S88|2016-05-04|23:08:00|4|1
restaurant|L25|2016-04-24|21:09:00|1|9
L32|L32|2016-06-15|13:40:00|1|10
restaurant|L32|2016-06-18|06:47:00|2|11
restaurant|L33|2016-06-16|00:44:00|1|10
restaurant|L35|2016-05-08|11:45:00|5|10
L35|L35|2016-05-07|22:42:00|2|9
X26|X26|2016-05-13|03:49:00|4|7
L30|L30|2016-06-01|06:53:00|4|1
L30|L30|2016-05-30|03:23:00|2|3
S44|S44|2016-04-24|14:06:00|2|6
S46|S46|2016-04-26|17:36:00|1|2
S46|S46|2016-04-27|02:26:00|5|14
S47|S47|2016-04-27|01:36:00|4|15
S47|S47|2016-04-27|20:22:00|2|7
S48|S48|2016-04-26|20:00:00|4|15
L27|L27|2016-05-19|18:08:00|1|5
restaurant|L27|2016-05-20|02:02:00|4|10
restaurant|L27|2016-05-17|18:31:00|4|9
restaurant|L27|2016-05-18|20:32:00|1|12
L27|L27|2016-05-16|23:03:00|4|2
restaurant|S71|2016-04-22|10:35:00|3|0
restaurant|S73|2016-04-21|10:20:00|4|4
S36|S36|2016-05-15|06:21:00|4|2
restaurant|S37|2016-05-18|11:07:00|5|11
S38|S38|2016-05-16|04:17:00|3|10
L36|L36|2016-05-07|08:45:00|2|14
restaurant|S44|2016-04-13|15:22:00|1|3
S46|S46|2016-04-14|01:18:00|2|2
S47|S47|2016-04-11|14:24:00|2|14
restaurant|L17|2016-04-07|11:07:00|2|6
restaurant|L17|2016-04-07|03:38:00|5|8
restaurant|L22|2016-06-26|07:35:00|4|13
L9|L9|2016-06-14|18:18:00|4|15
L12|L12|2016-06-15|21:30:00|3|11
restaurant|S79|2016-04-21|06:45:00|4|3
S79|S79|2016-04-21|07:28:00|4|14
S80|S80|2016-04-17|13:10:00|3|2
restaurant|S81|2016-04-17|01:11:00|5|15
restaurant|S81|2016-04-22|05:41:00|1|5
restaurant|S64|2016-06-07|20:49:00|2|10
restaurant|S66|2016-06-07|02:20:00|1|10
S30|S30|2016-06-12|06:47:00|5|2
restaurant|S52|2016-04-28|11:20:00|4|12
restaurant|L26|2016-04-03|15:16:00|5|11
L26|L26|2016-04-03|01:26:00|1|2
restaurant|L33|2016-05-16|22:38:00|1|1
restaurant|L24|2016-04-13|17:53:00|2|2
L24|L24|2016-04-08|11:34:00|4|7
restaurant|S48|2016-04-13|08:39:00|2|8
L14|L14|2016-06-09|18:32:00|5|8
restaurant|L14|2016-06-07|06:21:00|5|15
restaurant|S104|2016-06-04|14:23:00|1|12
restaurant|S112|2016-06-03|10:51:00|3|4
restaurant|D20|2016-06-11|10:13:00|5|7
L23|L23|2016-04-27|01:12:00|2|14
L35|L35|2016-04-16|09:31:00|1|2
restaurant|L23|2016-06-28|02:38:00|1|5
L23|L23|2016-07-02|14:37:00|5|10
L23|L23|2016-06-30|20:56:00|2|13
restaurant|S70|2016-06-15|06:10:00|5|12
S70|S70|2016-06-09|03:24:00|4|4
S71|S71|2016-06-09|23:17:00|5|12
S82|S82|2016-04-24|21:10:00|1|13
S82|S82|2016-04-19|19:38:00|5|10
restaurant|S83|2016-04-22|09:53:00|2|13
restaurant|L38|2016-05-08|06:32:00|1|5
L15|L15|2016-06-08|14:32:00|2|7
restaurant|L15|2016-06-06|16:53:00|2|9
restaurant|L15|2016-06-08|01:01:00|2|13
L26|L26|2016-04-11|12:28:00|5|9
restaurant|L30|2016-04-23|08:05:00|2|5
restaurant|S40|2016-05-27|00:33:00|3|0
restaurant|S41|2016-05-27|17:38:00|1|8
restaurant|S42|2016-05-29|22:43:00|1|6
restaurant|S43|2016-05-30|01:48:00|4|15
restaurant|S44|2016-05-27|10:00:00|1|10
L9|L9|2016-04-21|00:08:00|3|8
restaurant|L10|2016-04-21|09:38:00|3|11
L18|L18|2016-06-18|19:52:00|5|1
L6|L6|2016-06-23|05:49:00|4|11
restaurant|L6|2016-06-22|04:01:00|5|9
restaurant|L7|2016-06-23|02:03:00|3|11
X25|X25|2016-04-13|01:42:00|5|1
restaurant|S35|2016-07-02|16:53:00|2|2
L11|L11|2016-04-24|22:51:00|5|11
restaurant|L27|2016-04-02|14:24:00|1|8
restaurant|L25|2016-04-15|00:56:00|1|1
restaurant|L25|2016-04-12|23:15:00|4|4
restaurant|L25|2016-04-15|15:48:00|3|2
restaurant|L37|2016-04-16|01:04:00|4|5
restaurant|L36|2016-06-09|11:16:00|2|13
restaurant|L36|2016-06-13|12:11:00|2|11
L36|L36|2016-06-15|09:20:00|2|2
restaurant|L36|2016-06-12|17:15:00|1|9
L37|L37|2016-06-12|05:50:00|3|15
restaurant|L37|2016-06-15|19:52:00|1|2
L37|L37|2016-06-12|19:48:00|4|8
L38|L38|2016-06-15|02:21:00|3|2
restaurant|L38|2016-06-09|10:49:00|4|8
restaurant|L38|2016-06-16|02:39:00|1|12
L38|L38|2016-06-13|14:25:00|4|4
L39|L39|2016-06-16|13:21:00|2|12
restaurant|L39|2016-06-11|16:01:00|5|5
restaurant|L39|2016-06-12|23:56:00|4|11
L39|L39|2016-06-09|13:55:00|3|2
L39|L39|2016-06-10|23:03:00|3|0
restaurant|L25|2016-06-29|13:47:00|2|9
restaurant|L26|2016-06-29|13:54:00|5|5
restaurant|L26|2016-06-30|15:42:00|1|7
restaurant|L26|2016-07-03|16:38:00|5|9
L26|L26|2016-07-03|18:08:00|3|11
restaurant|L36|2016-06-05|17:57:00|1|1
restaurant|L40|2016-06-14|11:36:00|2|11
restaurant|L40|2016-06-13|22:45:00|3|6
restaurant|L12|2016-04-26|02:11:00|1|1
L39|L39|2016-04-16|09:16:00|3|11
restaurant|L39|2016-04-16|11:32:00|1|10
restaurant|X34|2016-04-26|07:18:00|5|6
restaurant|L26|2016-04-14|10:53:00|2|0
restaurant|L26|2016-04-15|17:10:00|1|7
L26|L26|2016-04-14|17:46:00|2|7
restaurant|L26|2016-04-11|04:45:00|5|12
restaurant|L30|2016-05-19|19:53:00|2|0
L30|L30|2016-05-22|14:33:00|1|0
restaurant|L30|2016-05-22|10:59:00|4|7
restaurant|S68|2016-06-08|06:42:00|1|8
restaurant|L27|2016-04-13|10:25:00|2|14
L28|L28|2016-04-15|12:34:00|1|14
restaurant|L33|2016-05-31|09:59:00|1|13
L27|L27|2016-06-23|19:02:00|3|14
L28|L28|2016-06-27|22:55:00|1|2
restaurant|L28|2016-06-28|11:33:00|5|0
L28|L28|2016-06-26|09:38:00|5|1
restaurant|L28|2016-06-23|16:06:00|2|11
restaurant|L28|2016-06-29|11:58:00|4|11
restaurant|L10|2016-04-19|13:16:00|3|15
restaurant|L31|2016-05-18|16:33:00|1|8
restaurant|L31|2016-05-17|08:54:00|5|8
restaurant|S50|2016-04-13|19:00:00|2|14
S50|S50|2016-04-19|19:30:00|5|15
restaurant|S50|2016-04-21|03:31:00|1|1
restaurant|S51|2016-04-16|05:47:00|1|14
restaurant|S51|2016-04-22|00:43:00|2|11
restaurant|N57|2016-05-21|16:37:00|2|0
restaurant|S73|2016-06-18|10:24:00|3|8
S86|S86|2016-04-16|10:17:00|5|5
S86|S86|2016-04-21|01:28:00|3|11
restaurant|S87|2016-04-22|20:48:00|2|10
restaurant|S88|2016-04-20|06:50:00|3|6
restaurant|S90|2016-04-20|20:15:00|1|12
S53|S53|2016-05-28|11:22:00|1|0
S40|S40|2016-05-13|23:05:00|4|6
restaurant|S40|2016-05-12|08:38:00|3|5
restaurant|L28|2016-04-04|17:17:00|3|8
restaurant|L28|2016-04-05|17:05:00|2|0
restaurant|L28|2016-04-09|17:14:00|3|1
L29|L29|2016-04-06|16:26:00|1|11
L29|L29|2016-04-09|02:07:00|4|11
L29|L29|2016-04-05|20:25:00|2|9
L29|L29|2016-06-21|01:04:00|3|1
restaurant|L29|2016-06-27|00:40:00|5|14
restaurant|L29|2016-06-26|13:19:00|3|8
restaurant|L29|2016-06-29|17:34:00|4|2
restaurant|L29|2016-06-21|22:03:00|1|15
restaurant|L29|2016-06-23|00:29:00|4|9
L29|L29|2016-06-21|12:51:00|1|7
restaurant|S91|2016-04-22|02:02:00|5|8
S94|S94|2016-04-20|10:20:00|5|13
restaurant|S94|2016-04-24|18:10:00|2|14
restaurant|S99|2016-05-04|12:59:00|2|6
restaurant|S100|2016-05-03|23:04:00|4|4
S96|S96|2016-04-23|04:35:00|1|0
restaurant|S96|2016-04-22|18:03:00|3|12
S98|S98|2016-04-19|18:06:00|5|5
restaurant|S54|2016-04-27|20:24:00|1|7
restaurant|S54|2016-05-03|21:55:00|1|0
restaurant|D23|2016-06-22|09:58:00|1|4
restaurant|S77|2016-06-16|17:29:00|5|14
L32|L32|2016-05-22|02:28:00|5|5
L33|L33|2016-05-19|20:20:00|5|2
restaurant|S66|2016-05-03|02:48:00|3|3
restaurant|S66|2016-05-07|00:34:00|4|2
S67|S67|2016-05-03|21:29:00|2|1
restaurant|S67|2016-04-30|08:05:00|3|9
S41|S41|2016-05-14|17:09:00|2|8
restaurant|S77|2016-06-07|19:58:00|3|15
restaurant|L13|2016-06-23|17:52:00|2|3
restaurant|L13|2016-06-19|22:35:00|3|8
restaurant|L35|2016-05-29|14:51:00|3|10
restaurant|S80|2016-06-09|07:07:00|1|1
restaurant|L36|2016-05-29|21:49:00|3|2
restaurant|L31|2016-06-27|05:34:00|1|1
restaurant|L31|2016-06-26|10:12:00|1|12
restaurant|L31|2016-06-24|22:27:00|5|10
S17|S17|2016-06-03|22:25:00|1|13
restaurant|S18|2016-06-03|10:56:00|2|5
S53|S53|2016-04-08|13:07:00|1|5
restaurant|S54|2016-04-10|18:47:00|4|13
restaurant|S54|2016-04-11|20:05:00|1|6
L35|L35|2016-05-13|04:46:00|3|9
L36|L36|2016-05-13|16:29:00|4|15
restaurant|L36|2016-05-16|07:47:00|2|14
S42|S42|2016-05-15|10:28:00|4|6
restaurant|S43|2016-05-13|13:51:00|4|15
restaurant|S56|2016-04-27|02:50:00|2|11
S55|S55|2016-04-09|01:33:00|1|14
S55|S55|2016-04-08|05:50:00|3|8
restaurant|S56|2016-04-14|18:33:00|1|12
restaurant|S57|2016-04-15|21:43:00|2|0
restaurant|S57|2016-04-12|16:53:00|2|5
restaurant|S73|2016-05-07|10:37:00|1|7
restaurant|S74|2016-05-09|17:10:00|3|0
restaurant|S77|2016-05-08|23:39:00|1|4
S77|S77|2016-05-11|02:29:00|5|13
S78|S78|2016-05-11|03:56:00|4|10
restaurant|S68|2016-05-27|00:36:00|2|0
S74|S74|2016-05-28|01:10:00|1|7
L16|L16|2016-06-06|08:43:00|4|12
restaurant|L42|2016-06-17|19:22:00|2|6
restaurant|L42|2016-06-13|04:46:00|5|11
restaurant|L42|2016-06-14|23:00:00|4|7
restaurant|L42|2016-06-15|12:11:00|5|10
L29|L29|2016-04-26|13:50:00|5|3
restaurant|L29|2016-04-24|12:53:00|3|12
S68|S68|2016-05-19|05:48:00|1|0
N58|N58|2016-04-08|08:59:00|1|15
restaurant|S115|2016-06-01|07:52:00|1|15
S117|S117|2016-06-03|04:20:00|4|9
S59|S59|2016-04-16|11:37:00|4|6
restaurant|S152|2016-06-27|12:40:00|5|4
restaurant|L40|2016-04-19|23:47:00|3|5
restaurant|L27|2016-05-14|21:27:00|5|13
S58|S58|2016-05-30|00:52:00|2|3
restaurant|S41|2016-04-08|13:39:00|3|8
L42|L42|2016-04-14|06:03:00|4|10
L42|L42|2016-04-17|10:28:00|3|11
restaurant|L52|2016-06-03|23:52:00|4|6
restaurant|L13|2016-04-22|03:36:00|3|14
N59|N59|2016-04-15|11:23:00|3|4
restaurant|N61|2016-04-10|20:42:00|5|9
restaurant|L32|2016-04-27|07:22:00|5|5
restaurant|S78|2016-06-19|07:14:00|2|15
N123|N123|2016-05-06|03:38:00|3|2
restaurant|L13|2016-04-16|17:12:00|5|1
restaurant|S43|2016-04-01|02:31:00|1|1
restaurant|S45|2016-04-01|20:57:00|1|7
S47|S47|2016-04-01|12:53:00|2|9
S57|S57|2016-04-24|14:11:00|4|9
S57|S57|2016-04-26|19:28:00|5|8
restaurant|S58|2016-04-24|14:21:00|4|9
restaurant|S58|2016-04-25|11:08:00|5|1
S59|S59|2016-04-26|12:35:00|2|13
restaurant|S118|2016-06-05|11:03:00|2|14
S118|S118|2016-06-08|19:31:00|3|3
S155|S155|2016-06-01|08:41:00|5|5
S67|S67|2016-05-08|14:26:00|3|6
restaurant|L30|2016-04-14|19:53:00|2|6
S32|S32|2016-05-22|17:20:00|1|11
restaurant|S33|2016-05-23|09:40:00|4|11
S77|S77|2016-05-22|02:12:00|2|15
S78|S78|2016-05-23|11:46:00|4|2
restaurant|S80|2016-05-24|22:35:00|2|1
restaurant|S80|2016-05-25|20:52:00|3|9
S82|S82|2016-05-29|19:21:00|1|11
D18|D18|2016-05-01|06:06:00|4|7
restaurant|S124|2016-05-02|19:49:00|3|1
restaurant|L43|2016-06-18|22:25:00|1|0
L43|L43|2016-06-14|04:49:00|4|13
restaurant|L43|2016-06-16|04:38:00|3|8
L33|L33|2016-04-26|17:32:00|3|14
restaurant|S91|2016-06-23|20:20:00|4|12
S93|S93|2016-06-23|15:57:00|2|10
restaurant|L34|2016-05-18|21:28:00|3|8
L34|L34|2016-05-15|10:39:00|4|6
L34|L34|2016-05-16|18:21:00|4|6
L34|L34|2016-05-20|04:18:00|3|2
restaurant|S53|2016-06-11|15:40:00|4|7
L27|L27|2016-07-01|06:37:00|3|7
restaurant|L27|2016-06-28|12:33:00|4|5
L27|L27|2016-06-28|15:51:00|1|11
S63|S63|2016-05-01|06:47:00|4|12
restaurant|N47|2016-06-29|12:52:00|3|8
restaurant|N49|2016-06-25|15:07:00|4|15
restaurant|N50|2016-06-27|14:01:00|3|6
restaurant|L25|2016-05-27|15:00:00|3|9
restaurant|L25|2016-05-27|01:54:00|5|5
L26|L26|2016-05-29|01:22:00|5|9
S46|S46|2016-05-22|03:43:00|2|2
S55|S55|2016-05-22|01:46:00|3|13
restaurant|S156|2016-06-02|10:00:00|4|14
restaurant|S38|2016-06-27|13:25:00|3|14
restaurant|S39|2016-06-27|13:13:00|1|11
S40|S40|2016-06-30|02:18:00|4|3
restaurant|S79|2016-05-05|02:03:00|4|6
S81|S81|2016-05-07|07:29:00|1|5
L44|L44|2016-06-10|05:39:00|3|2
L44|L44|2016-06-19|07:20:00|2|15
restaurant|L44|2016-06-16|23:36:00|3|4
restaurant|L44|2016-06-12|19:09:00|1|8
restaurant|L24|2016-06-14|18:44:00|4|6
restaurant|L26|2016-06-14|02:58:00|5|14
restaurant|L10|2016-06-22|16:07:00|1|7
restaurant|L11|2016-06-20|01:49:00|2|5
restaurant|L11|2016-06-22|02:21:00|1|8
restaurant|L11|2016-06-20|03:02:00|3|4
L18|L18|2016-04-10|10:27:00|5|10
L31|L31|2016-04-12|20:44:00|3|13
L31|L31|2016-04-15|20:42:00|4|1
restaurant|S77|2016-06-22|20:11:00|1|6
restaurant|X27|2016-05-27|16:11:00|5|7
S61|S61|2016-05-23|02:59:00|3|2
restaurant|S94|2016-06-27|22:00:00|1|2
restaurant|S95|2016-06-28|16:07:00|3|13
S96|S96|2016-06-28|02:43:00|2|9
restaurant|L19|2016-05-03|05:00:00|2|8
restaurant|L19|2016-05-05|16:16:00|5|11
L19|L19|2016-05-04|08:30:00|4|1
restaurant|L30|2016-05-14|15:55:00|4|15
restaurant|D22|2016-05-02|05:29:00|3|14
L16|L16|2016-04-22|06:45:00|4|15
L16|L16|2016-04-21|08:53:00|5|9
L16|L16|2016-04-19|07:36:00|5|10
restaurant|L16|2016-04-19|01:47:00|1|11
restaurant|L16|2016-04-22|01:46:00|4|5
restaurant|N71|2016-04-27|15:59:00|5|15
restaurant|L18|2016-06-12|00:53:00|3|6
L24|L24|2016-06-10|04:49:00|2|1
restaurant|S72|2016-06-08|18:01:00|3|2
S107|S107|2016-06-06|13:39:00|3|3
S108|S108|2016-06-08|04:00:00|4|9
restaurant|S110|2016-06-08|12:54:00|4|12
L32|L32|2016-06-19|03:26:00|5|6
restaurant|L32|2016-06-19|09:05:00|2|4
restaurant|L32|2016-06-19|21:44:00|1|1
L35|L35|2016-04-28|16:55:00|1|1
L35|L35|2016-04-30|05:20:00|1|2
restaurant|L35|2016-04-27|16:42:00|3|15
restaurant|L35|2016-04-26|14:26:00|4|9
S55|S55|2016-05-17|12:55:00|2|3
restaurant|S68|2016-04-30|07:55:00|1|7
S69|S69|2016-05-01|00:22:00|1|0
restaurant|S69|2016-04-27|23:46:00|4|11
restaurant|S69|2016-04-25|02:14:00|5|14
restaurant|S48|2016-04-08|14:06:00|2|10
restaurant|S49|2016-04-08|16:46:00|5|3
S51|S51|2016-04-04|09:06:00|4|7
X30|X30|2016-06-01|12:36:00|2|1
S62|S62|2016-05-25|15:38:00|4|8
S63|S63|2016-05-23|05:42:00|2|2
restaurant|S70|2016-05-24|02:37:00|5|3
L0|L0|2016-07-06|17:36:00|4|11
restaurant|L0|2016-06-29|19:39:00|2|11
restaurant|L0|2016-07-06|08:01:00|4|11
restaurant|N55|2016-06-21|12:17:00|5|11
restaurant|N58|2016-06-26|23:59:00|3|12
restaurant|N59|2016-06-21|15:04:00|4|7
restaurant|S19|2016-06-04|17:05:00|1|6
restaurant|S91|2016-06-03|23:41:00|1|12
restaurant|S91|2016-06-02|18:03:00|5|3
restaurant|S92|2016-06-11|04:26:00|4|15
L21|L21|2016-05-03|18:51:00|3|4
S59|S59|2016-05-13|09:37:00|4|7
L37|L37|2016-06-02|15:50:00|4|7
restaurant|S64|2016-04-07|13:41:00|5|13
restaurant|S64|2016-04-07|00:28:00|3|15
S64|S64|2016-04-07|02:21:00|3|4
S65|S65|2016-04-10|06:29:00|2|11
restaurant|S65|2016-04-07|04:45:00|3|4
restaurant|S66|2016-04-03|12:21:00|2|7
restaurant|S66|2016-04-03|21:49:00|4|0
restaurant|S66|2016-04-04|15:12:00|4|2
S95|S95|2016-06-09|07:29:00|4|8
restaurant|S96|2016-06-11|15:05:00|3|4
restaurant|L35|2016-05-21|09:55:00|1|4
L35|L35|2016-05-24|21:23:00|2|2
L35|L35|2016-05-21|21:24:00|4|9
restaurant|S56|2016-04-04|14:44:00|5|5
S57|S57|2016-04-03|14:27:00|3|10
S58|S58|2016-04-03|00:51:00|4|12
S83|S83|2016-05-27|09:10:00|2|3
restaurant|S83|2016-05-25|04:11:00|3|4
S85|S85|2016-05-25|15:46:00|4|13
restaurant|N64|2016-04-29|05:15:00|1|8
restaurant|N66|2016-04-22|12:10:00|4|11
restaurant|L37|2016-05-12|23:06:00|1|15
restaurant|L37|2016-05-12|06:15:00|4|4
L37|L37|2016-05-10|02:24:00|5|14
L37|L37|2016-05-12|02:42:00|5|5
L3|L3|2016-06-11|03:33:00|1|4
L32|L32|2016-04-08|04:55:00|4|9
L32|L32|2016-04-09|02:28:00|3|8
restaurant|L32|2016-04-08|20:31:00|3|10
restaurant|L32|2016-04-06|10:34:00|5|5
restaurant|L32|2016-04-07|11:29:00|1|9
restaurant|L32|2016-04-14|11:01:00|1|1
L33|L33|2016-04-15|12:21:00|1|2
restaurant|N73|2016-06-13|22:49:00|1|2
restaurant|N74|2016-06-19|00:10:00|2|15
S62|S62|2016-05-08|21:52:00|3|1
restaurant|S62|2016-05-16|02:03:00|3|15
restaurant|S64|2016-05-17|15:25:00|4|13
S64|S64|2016-05-08|05:50:00|3|7
restaurant|X20|2016-06-27|16:57:00|4|5
X37|X37|2016-05-21|23:50:00|2|4
restaurant|D22|2016-06-21|03:11:00|1|4
L37|L37|2016-04-25|19:36:00|4|5
restaurant|L30|2016-04-08|14:24:00|5|9
restaurant|L30|2016-04-07|19:35:00|4|9
L30|L30|2016-04-07|08:34:00|2|0
restaurant|L20|2016-05-02|17:47:00|4|15
restaurant|L20|2016-05-01|22:19:00|2|0
restaurant|D24|2016-05-07|22:21:00|5|2
restaurant|L38|2016-04-21|08:20:00|1|9
L38|L38|2016-04-20|17:21:00|4|12
L34|L34|2016-06-24|22:14:00|4|10
restaurant|L34|2016-06-11|14:02:00|1|13
L19|L19|2016-06-09|12:11:00|3|13
restaurant|L19|2016-06-07|11:06:00|3|7
L19|L19|2016-06-07|15:19:00|1|7
restaurant|S65|2016-04-18|12:48:00|1|15
S67|S67|2016-04-05|05:22:00|4|13
restaurant|S69|2016-04-04|11:13:00|5|13
restaurant|S69|2016-04-09|00:29:00|4|14
restaurant|S69|2016-04-02|21:28:00|2|13
L31|L31|2016-04-10|11:41:00|1|2
restaurant|L31|2016-04-07|21:37:00|3|8
L31|L31|2016-04-06|04:48:00|2|4
L31|L31|2016-04-10|11:54:00|2|15
L31|L31|2016-04-10|17:37:00|3|10
L31|L31|2016-04-05|10:49:00|2|2
L36|L36|2016-04-09|19:24:00|4|3
L19|L19|2016-06-20|18:25:00|4|4
restaurant|S84|2016-06-17|09:20:00|2|4
restaurant|S85|2016-06-15|22:39:00|3|7
S106|S106|2016-06-14|01:29:00|1|10
S107|S107|2016-06-12|18:27:00|2|4
N78|N78|2016-06-14|00:13:00|4|8
L44|L44|2016-06-06|15:48:00|5|2
L39|L39|2016-04-29|04:12:00|3|3
S88|S88|2016-05-26|01:38:00|2|6
restaurant|L17|2016-04-16|21:45:00|5|2
L17|L17|2016-04-17|13:01:00|3|12
L17|L17|2016-04-23|12:00:00|2|1
restaurant|L17|2016-04-20|02:36:00|3|10
restaurant|L17|2016-04-20|01:55:00|5|8
restaurant|L17|2016-04-17|12:22:00|2|13
restaurant|L18|2016-04-15|01:16:00|4|9
restaurant|L44|2016-05-07|05:45:00|5|0
L44|L44|2016-05-08|14:55:00|1|6
restaurant|S59|2016-04-02|21:41:00|4|7
restaurant|L34|2016-04-16|13:51:00|1|5
L34|L34|2016-04-11|16:20:00|1|3
L34|L34|2016-04-09|10:13:00|5|1
L34|L34|2016-04-11|10:53:00|5|12
L34|L34|2016-04-20|12:40:00|1|13
L34|L34|2016-04-15|07:53:00|1|13
restaurant|L34|2016-04-16|09:55:00|2|9
S98|S98|2016-06-29|18:40:00|3|4
S98|S98|2016-07-01|11:15:00|1|15
restaurant|S101|2016-06-26|19:35:00|2|8
